gene_id	baseMean	log2FoldChange	lfcSE	pvalue	padj
ENSMUSG00000038578	121.0491	-0.02121064	0.06941877	0.2108863	0.9182633
ENSMUSG00000038580	0.07904697	-0.0004860945	0.07657165	0.7146625	NA
ENSMUSG00000038582	759.0203	-0.01799262	0.06572032	0.3008151	0.9540687
ENSMUSG00000038583	8.353279	-0.01132568	0.07124265	0.1201646	NA
ENSMUSG00000038587	136.0011	0.03345535	0.07941618	0.06074033	0.7919027
ENSMUSG00000038593	197.157	0.002075253	0.06125371	0.8896444	0.9983069
ENSMUSG00000038594	142.1974	-0.0115485	0.0639404	0.4592446	0.9833475
ENSMUSG00000038598	0.2215395	0	0.07548602	1	NA
ENSMUSG00000038600	0.1990141	-0.0007308531	0.07779404	0.5889402	NA
ENSMUSG00000038602	755.5694	-0.005586501	0.04226578	0.7330787	0.9948878
ENSMUSG00000038604	233.0332	-0.01625766	0.07015457	0.2111044	0.9182633
ENSMUSG00000038605	55.08887	-0.001553591	0.06212897	0.9142173	0.9983069
ENSMUSG00000038607	265.1769	-0.02658256	0.06909625	0.1844824	0.8976294
ENSMUSG00000038608	1786.105	0.003536172	0.05374721	0.8374492	0.9959254
ENSMUSG00000038611	307.1747	0.002635238	0.06059434	0.8635324	0.9968315
ENSMUSG00000038612	428.3638	0.003367105	0.04846418	0.8454877	0.9959254
ENSMUSG00000038615	1643.073	-0.02024178	0.06176201	0.3002303	0.9540687
ENSMUSG00000038618	6.430862	0.003377073	0.06967815	0.4778214	NA
ENSMUSG00000038619	1206.78	-0.00239642	0.05617349	0.8865094	0.9978052
ENSMUSG00000038622	68.81984	-0.001621179	0.06350063	0.904335	0.9983069
ENSMUSG00000038623	58.16801	-0.0004075529	0.0637331	0.9754718	0.9983069
ENSMUSG00000038624	0.2494124	-6.270731e-05	0.0755038	0.9620174	NA
ENSMUSG00000038628	183.0011	-0.004680908	0.05687992	0.7807928	0.9959254
ENSMUSG00000038630	751.4094	0.002224994	0.05053085	0.8977808	0.9983069
ENSMUSG00000038633	529.5057	0.00842203	0.05672746	0.6281611	0.9918021
ENSMUSG00000038637	23.34757	-0.01079769	0.06823807	0.3520616	0.9678929
ENSMUSG00000038642	394.1571	0.002026803	0.05812412	0.9007948	0.9983069
ENSMUSG00000038644	49.23545	-0.003164336	0.06656205	0.7665491	0.9958846
ENSMUSG00000038646	330.3672	-0.0093134	0.05602074	0.5979206	0.9903903
ENSMUSG00000038648	71.2891	-0.01305641	0.06996483	0.2279951	0.9299693
ENSMUSG00000038650	184.5454	-0.01479441	0.05866233	0.4230504	0.975772
ENSMUSG00000038651	2.221845	0.003924179	0.07044444	0.2958901	NA
ENSMUSG00000038658	647.927	-0.0354976	0.07519	0.1073959	0.8526132
ENSMUSG00000038663	0.857832	0.003093628	0.07971027	0.1456794	NA
ENSMUSG00000038664	4112.214	-0.08086974	0.08626106	0.02219464	0.6581891
ENSMUSG00000038665	1184.031	-0.0374755	0.07702342	0.09258633	0.8261421
ENSMUSG00000038668	444.1731	-0.009388051	0.05761363	0.5894019	0.9896511
ENSMUSG00000038670	0.8690929	-0.0005289509	0.07060127	0.8183136	NA
ENSMUSG00000038671	185.3214	-0.005735186	0.04774724	0.7406664	0.9953725
ENSMUSG00000038676	0.1318664	0	0.07548602	1	NA
ENSMUSG00000038677	203.0416	0.01148252	0.06464593	0.4483786	0.9789408
ENSMUSG00000038679	758.7264	-0.04394613	0.08599122	0.03226572	0.6931053
ENSMUSG00000038683	245.2251	0.00634024	0.06089318	0.6865917	0.9934876
ENSMUSG00000038685	210.1493	0.007062747	0.06264607	0.6369171	0.9918021
ENSMUSG00000038690	456.9377	0.00200268	0.06064369	0.8955935	0.9983069
ENSMUSG00000038695	162.9832	0.03862585	0.07807991	0.08476339	0.8171523
ENSMUSG00000038696	403.6933	0.004538267	0.06173538	0.7618426	0.9958846
ENSMUSG00000038697	164.3607	-0.02070024	0.06051192	0.2971258	0.9540687
ENSMUSG00000038700	0.1155239	-0.0002857414	0.07585852	0.8287322	NA
ENSMUSG00000038702	492.3621	-0.009760102	0.0593239	0.5668711	0.9872442
ENSMUSG00000038704	2.849593	-0.004849339	0.06997984	0.3201876	NA
ENSMUSG00000038705	149.7302	-0.01511085	0.06688423	0.3223324	0.9584649
ENSMUSG00000038708	1068.958	0.03358226	0.0686636	0.1442429	0.8817938
ENSMUSG00000038712	115.8313	-0.008752157	0.06639379	0.4881743	0.9833475
ENSMUSG00000038717	629.5374	-0.01758099	0.06475319	0.3193252	0.9583387
ENSMUSG00000038718	471.3331	-0.1326258	0.10797383	0.002839074	0.3958231
ENSMUSG00000038722	137.699	0.002349125	0.06044266	0.8786083	0.9970857
ENSMUSG00000038725	16.56653	0.009946307	0.06878313	0.3374214	0.9632002
ENSMUSG00000038729	235.3665	-0.01195932	0.06812393	0.3352847	0.9619518
ENSMUSG00000038732	31.69855	-0.002425921	0.06741073	0.7947226	0.9959254
ENSMUSG00000038733	925.9172	-0.01923201	0.06794761	0.2514712	0.9362379
ENSMUSG00000038736	175.1325	-0.01707675	0.06454315	0.3300329	0.9602183
ENSMUSG00000038738	687.2968	-0.0005156353	0.06876078	0.9362897	0.9983069
ENSMUSG00000038740	652.3252	-0.003226925	0.05798844	0.8438602	0.9959254
ENSMUSG00000038742	36.74976	0.001985875	0.06588239	0.8605123	0.9968315
ENSMUSG00000038745	4.458225	-0.00617664	0.07024066	0.2349485	NA
ENSMUSG00000038751	0.2948645	0.0001554579	0.07559552	0.9060956	NA
ENSMUSG00000038756	1.015976	-0.0006082604	0.07210467	0.7270538	NA
ENSMUSG00000038759	413.1752	0.004964448	0.0516663	0.7761552	0.9959254
ENSMUSG00000038760	119.1404	-0.003841499	0.06502757	0.7579941	0.9957485
ENSMUSG00000038762	281.1049	0.03206291	0.07338646	0.1271835	0.8696748
ENSMUSG00000038763	4.173472	-0.001901708	0.06974242	0.6338929	NA
ENSMUSG00000038764	80.96463	0.005357066	0.0681584	0.5492245	0.9842256
ENSMUSG00000038765	1.063617	0.0004594569	0.07162098	0.8007982	NA
ENSMUSG00000038766	309.675	-0.02900768	0.07461505	0.1153614	0.8633065
ENSMUSG00000038773	536.3589	-0.00569293	0.04711716	0.7414438	0.9953725
ENSMUSG00000038774	625.3649	-0.1071914	0.10272751	0.007152664	0.528351
ENSMUSG00000038775	25.87398	-0.00115447	0.06838706	0.8753597	0.9970857
ENSMUSG00000038776	159.6778	-0.008150256	0.05831164	0.6313343	0.9918021
ENSMUSG00000038777	44.98448	0.0003426939	0.06782195	0.9675073	0.9983069
ENSMUSG00000038780	331.5659	-0.01626787	0.06324669	0.3589703	0.9678929
ENSMUSG00000038781	3.164011	0.00339503	0.06944198	0.527056	NA
ENSMUSG00000038782	3.22489	0.008243311	0.07182792	0.09069027	NA
ENSMUSG00000038784	295.1319	-0.06217174	0.09077553	0.02960861	0.6903854
ENSMUSG00000038793	5.443692	0.002299172	0.0698706	0.5499485	NA
ENSMUSG00000038797	49.77397	0.01146889	0.06608077	0.415901	0.975772
ENSMUSG00000038803	109.5297	-0.001119696	0.05955024	0.9431601	0.9983069
ENSMUSG00000038805	107.6003	0.0004366519	0.0661826	0.967865	0.9983069
ENSMUSG00000038806	148.1836	-0.0002659435	0.06067731	0.9860224	0.9985708
ENSMUSG00000038807	828.3624	-0.0009025949	0.0495192	0.9583181	0.9983069
ENSMUSG00000038811	7.351713	0.008415732	0.06981738	0.2660604	NA
ENSMUSG00000038812	86.46475	-0.01705032	0.0680395	0.2705619	0.9418056
ENSMUSG00000038816	196.4552	-0.009791381	0.06509762	0.489503	0.9833475
ENSMUSG00000038822	566.976	-0.01023081	0.06367405	0.5033947	0.9833475
ENSMUSG00000038827	146.4898	-0.006673154	0.06099441	0.6714685	0.9925851
ENSMUSG00000038828	310.1476	-0.0115631	0.0646284	0.4464971	0.9785223
ENSMUSG00000038831	612.4604	-0.02047355	0.06853647	0.2310436	0.9326308
ENSMUSG00000038836	64.60172	-0.003116793	0.06086151	0.8380297	0.9959254
ENSMUSG00000038838	128.3454	0.007634607	0.06630968	0.5336726	0.9833475
ENSMUSG00000038840	1.172135	0.002533923	0.07146832	0.3313765	NA
ENSMUSG00000038843	29.53619	-0.00225524	0.06601885	0.8400796	0.9959254
ENSMUSG00000038844	188.4265	0.007431322	0.05543971	0.6700207	0.9925851
ENSMUSG00000038845	344.7565	0.01763965	0.05908207	0.3573306	0.9678929
ENSMUSG00000038848	264.2865	-0.0108015	0.05686734	0.5443574	0.9837023
ENSMUSG00000038855	176.9788	0.02006319	0.06782287	0.2460879	0.9345905
ENSMUSG00000038859	4.683356	-0.006578347	0.07368623	0.07855783	NA
ENSMUSG00000038860	267.2713	0.0002687718	0.06039774	0.9859977	0.9985708
ENSMUSG00000038861	444.3327	0.003616661	0.06102996	0.8121573	0.9959254
ENSMUSG00000038866	184.5863	-0.006804663	0.06483187	0.6105437	0.9907391
ENSMUSG00000038871	370.1875	0.01303117	0.06139438	0.4506703	0.9801848
ENSMUSG00000038872	308.1277	-0.000558643	0.06799652	0.9450037	0.9983069
ENSMUSG00000038876	367.6712	0.03048563	0.07310503	0.1328492	0.8738278
ENSMUSG00000038879	69.14514	-0.02833026	0.07419977	0.1206303	0.8633065
ENSMUSG00000038880	102.6538	0.0122098	0.06349608	0.4480177	0.9789408
ENSMUSG00000038884	365.7662	0.06016732	0.09191497	0.02593613	0.6744925
ENSMUSG00000038886	1578.728	0.01369118	0.05546809	0.4602359	0.9833475
ENSMUSG00000038888	59.30889	0.0009736491	0.06126174	0.9478794	0.9983069
ENSMUSG00000038893	86.38185	-0.003456336	0.06108391	0.8198046	0.9959254
ENSMUSG00000038894	313.6072	0.02206061	0.06771462	0.2303604	0.932427
ENSMUSG00000038895	81.00849	-0.007390375	0.05824034	0.6612122	0.9925851
ENSMUSG00000038900	971.7689	-0.01058702	0.06004826	0.5340065	0.9833475
ENSMUSG00000038902	502.3165	-0.009717656	0.05813608	0.575344	0.9892007
ENSMUSG00000038903	1.221605	-0.000457332	0.07347146	0.7624633	NA
ENSMUSG00000038909	564.0602	0.007827297	0.05322728	0.6582326	0.9925851
ENSMUSG00000038910	1492.657	-0.04715421	0.08048062	0.06644823	0.8026891
ENSMUSG00000038914	1000.694	0.02794064	0.06254547	0.1985416	0.9083752
ENSMUSG00000038916	514.4032	-0.007753771	0.05513285	0.658186	0.9925851
ENSMUSG00000038917	0.3089909	0.00013149	0.0753462	0.9211451	NA
ENSMUSG00000038925	0.3342274	-0.0006767366	0.07430285	0.6514455	NA
ENSMUSG00000038930	87.48104	0.001602917	0.06268908	0.9092759	0.9983069
ENSMUSG00000038932	17.02709	0.009178564	0.06873842	0.3570392	0.9678929
ENSMUSG00000038936	395.6532	0.01912834	0.0627782	0.3125384	0.9559745
ENSMUSG00000038943	14.73599	-0.007863513	0.071072	0.1285949	0.8713782
ENSMUSG00000038949	560.8701	-0.01299075	0.06094955	0.4556236	0.9833475
ENSMUSG00000038954	44.39701	-0.003882869	0.0668115	0.7112649	0.9945077
ENSMUSG00000038957	161.063	-0.02939731	0.07357627	0.1291564	0.8715934
ENSMUSG00000038963	6.594954	-0.00598121	0.0695438	0.3576069	NA
ENSMUSG00000038965	642.7321	0.02044995	0.06041239	0.3015239	0.9540687
ENSMUSG00000038967	201.3205	0.02978758	0.07512389	0.1092535	0.8551725
ENSMUSG00000038970	1491.636	-0.001382775	0.0563848	0.9340106	0.9983069
ENSMUSG00000038975	225.4196	0.005312691	0.06439678	0.6902062	0.9941923
ENSMUSG00000038976	3869.456	0.01475364	0.06334444	0.3887593	0.9751418
ENSMUSG00000038982	94.60532	0.01794317	0.0657298	0.3013789	0.9540687
ENSMUSG00000038984	548.9706	0.02160805	0.06115672	0.2810954	0.9447288
ENSMUSG00000038987	1.880975	-0.005086593	0.07402803	0.1066021	NA
ENSMUSG00000038990	124.4012	0.004604751	0.06249751	0.7515019	0.9953725
ENSMUSG00000038991	474.545	0.0166034	0.05623716	0.3848897	0.9751418
ENSMUSG00000039000	951.5363	-0.02367143	0.05692497	0.2491362	0.9358582
ENSMUSG00000039001	925.5253	0.004363369	0.05426261	0.8002157	0.9959254
ENSMUSG00000039004	28.25775	-0.003049891	0.06699811	0.7615938	0.9958846
ENSMUSG00000039005	14.27415	-0.003424553	0.06846664	0.6555261	0.9918021
ENSMUSG00000039007	57.67826	0.00357647	0.06447635	0.7819178	0.9959254
ENSMUSG00000039013	1.764845	0.0001098024	0.06990458	0.9727942	NA
ENSMUSG00000039016	272.05	-0.01725504	0.06728336	0.2845847	0.9472986
ENSMUSG00000039018	69.47486	-0.01010634	0.06620705	0.4500623	0.9798289
ENSMUSG00000039021	4.502436	-0.000696971	0.06927828	0.8904671	NA
ENSMUSG00000039031	139.1291	-0.01205699	0.06755927	0.3558815	0.9678929
ENSMUSG00000039032	0.2267617	0.0008947726	0.07889855	0.5143454	NA
ENSMUSG00000039033	360.8829	0.004738972	0.05955098	0.7672845	0.9958846
ENSMUSG00000039037	511.492	-0.01539207	0.06136362	0.3936747	0.9751418
ENSMUSG00000039041	299.4054	0.002534772	0.05595216	0.880383	0.9975021
ENSMUSG00000039043	142.114	0.02113843	0.06315401	0.2799488	0.9442708
ENSMUSG00000039046	187.599	0.01149643	0.05913614	0.5116338	0.9833475
ENSMUSG00000039047	545.6125	-0.008983058	0.05728657	0.6053283	0.9907391
ENSMUSG00000039048	225.1576	-6.428291e-05	0.05881593	0.996788	0.9995253
ENSMUSG00000039050	351.3533	-0.02260704	0.06257438	0.262338	0.9407565
ENSMUSG00000039055	0.8795335	0.001614307	0.07823198	0.3237847	NA
ENSMUSG00000039057	355.2087	0.01374445	0.06475773	0.3905327	0.9751418
ENSMUSG00000039058	488.5797	0.006508667	0.06380176	0.6437869	0.9918021
ENSMUSG00000039059	391.9648	-0.05430792	0.08806596	0.03655543	0.7087688
ENSMUSG00000039062	6.140897	-0.003229258	0.06987316	0.4470454	NA
ENSMUSG00000039063	2.751969	-0.001878323	0.0696953	0.6473089	NA
ENSMUSG00000039065	113.6368	-0.0163412	0.06838366	0.2689891	0.9418056
ENSMUSG00000039067	251.3571	0.01191873	0.05973298	0.4950659	0.9833475
ENSMUSG00000039068	860.7926	-0.01808846	0.05919392	0.3479345	0.9678659
ENSMUSG00000039069	81.34563	-0.02042795	0.06715629	0.2523672	0.9373433
ENSMUSG00000039070	3.141537	0.002605152	0.06943143	0.6078847	NA
ENSMUSG00000039079	16.17348	-0.03126814	0.08922946	0.00263942	0.3910414
ENSMUSG00000039081	111.0579	-0.001865153	0.06331606	0.8912723	0.9983069
ENSMUSG00000039084	0.2294929	0.0005719611	0.07682651	0.6696675	NA
ENSMUSG00000039086	399.5478	-0.01282992	0.05566662	0.4846635	0.9833475
ENSMUSG00000039087	343.3551	-0.004048165	0.06779834	0.6558915	0.9918021
ENSMUSG00000039089	151.3658	0.008590537	0.05508781	0.6265816	0.9918021
ENSMUSG00000039092	0.3529495	0.0008341336	0.07436775	0.5883352	NA
ENSMUSG00000039095	7.72434	-0.007572666	0.069976	0.2537654	NA
ENSMUSG00000039096	60.30991	0.05057545	0.09365234	0.005854472	0.5094774
ENSMUSG00000039097	2.684726	-0.001476433	0.06948034	0.7478786	NA
ENSMUSG00000039098	0.3502704	0.0006203128	0.07365061	0.6863729	NA
ENSMUSG00000039099	2.287247	-0.002868534	0.06993142	0.4694954	NA
ENSMUSG00000039100	2325.863	-0.02340063	0.0536098	0.2422407	0.9345905
ENSMUSG00000039103	76.04914	-0.02688657	0.07890983	0.02323251	0.6581891
ENSMUSG00000039105	356.1898	-0.002303419	0.05667455	0.8901218	0.9983069
ENSMUSG00000039106	94.36368	0.05920177	0.09232211	0.02398597	0.6581891
ENSMUSG00000039108	497.8105	0.02514677	0.07156826	0.1614646	0.8954599
ENSMUSG00000039109	12.73997	0.00689799	0.06861797	0.4368274	0.977655
ENSMUSG00000039110	4.246377	0.0008176852	0.06954886	0.8478056	NA
ENSMUSG00000039114	111.427	-0.00259412	0.06976122	0.5378837	0.9837023
ENSMUSG00000039115	111.1029	-0.005714188	0.06694737	0.5982677	0.9903903
ENSMUSG00000039116	26.31806	-0.005173376	0.06784478	0.5815341	0.9892007
ENSMUSG00000039117	142.6867	0.003706884	0.06310015	0.7912676	0.9959254
ENSMUSG00000039126	636.4512	-0.008962478	0.0535699	0.6151702	0.9907391
ENSMUSG00000039128	288.6786	0.0002443579	0.05834215	0.9879159	0.9987212
ENSMUSG00000039130	140.2896	0.01804744	0.06293196	0.3294492	0.9602183
ENSMUSG00000039131	16.74174	-0.006093478	0.06700357	0.5763407	0.9892007
ENSMUSG00000039133	6.529927	0.01356668	0.07247807	0.06695014	NA
ENSMUSG00000039137	162.2246	0.0036085	0.06933542	0.5293472	0.9833475
ENSMUSG00000039138	0.03952348	-0.0002853043	0.07585737	0.8289884	NA
ENSMUSG00000039145	956.4328	-0.03939003	0.08031895	0.06818581	0.8078312
ENSMUSG00000039148	258.2625	0.1062216	0.1037282	0.006957603	0.528351
ENSMUSG00000039153	32.94682	0.0005430874	0.0692458	0.9159005	0.9983069
ENSMUSG00000039154	48.96765	0.01745418	0.07008636	0.2105777	0.9182633
ENSMUSG00000039155	2.1269	0.007924195	0.1297315	0.01449343	NA
ENSMUSG00000039156	452.3265	-0.0103092	0.06335062	0.5060785	0.9833475
ENSMUSG00000039157	556.6665	0.004115867	0.05642152	0.8072006	0.9959254
ENSMUSG00000039158	26.48556	-0.001712272	0.06694637	0.8629048	0.9968315
ENSMUSG00000039159	663.3285	0.01710433	0.05514693	0.3730772	0.9710376
ENSMUSG00000039163	46.29281	-0.006210079	0.06617807	0.6019194	0.9907391
ENSMUSG00000039164	33.60002	0.009652771	0.06607554	0.4680857	0.9833475
ENSMUSG00000039166	206.8845	0.01107183	0.06087051	0.5117371	0.9833475
ENSMUSG00000039167	143.5384	0.01558665	0.06927526	0.2473757	0.9345905
ENSMUSG00000039168	17.38006	0.0003139098	0.06706146	0.9740576	0.9983069
ENSMUSG00000039176	584.4016	0.01137294	0.05943314	0.5135567	0.9833475
ENSMUSG00000039178	216.2929	-0.0165593	0.0642201	0.3428258	0.9656154
ENSMUSG00000039179	36.5035	-0.001858218	0.06597645	0.8679826	0.9970857
ENSMUSG00000039182	103.9717	0.03256095	0.07621719	0.09913152	0.834557
ENSMUSG00000039183	83.60719	-0.006534678	0.06443634	0.6310123	0.9918021
ENSMUSG00000039187	6.42481	0.0002508865	0.06968946	0.9471661	NA
ENSMUSG00000039191	255.8604	-0.02202661	0.07013602	0.1941042	0.9034924
ENSMUSG00000039193	0.592539	0.0009567458	0.07126204	0.6440794	NA
ENSMUSG00000039194	45.11808	0.03615516	0.08232794	0.03636179	0.7087688
ENSMUSG00000039195	114.6208	-0.007200865	0.06291428	0.6274543	0.9918021
ENSMUSG00000039197	270.3136	-0.007984237	0.05707385	0.6433997	0.9918021
ENSMUSG00000039199	91.6082	-0.0009307041	0.06157138	0.949594	0.9983069
ENSMUSG00000039200	0.2105664	0.0002747998	0.07564496	0.8361936	NA
ENSMUSG00000039201	44.83255	0.01972958	0.07109879	0.1764441	0.8976294
ENSMUSG00000039202	1690.61	-0.04213729	0.07939299	0.0754108	0.8078312
ENSMUSG00000039205	186.4427	0.01666327	0.06981747	0.2223891	0.9248034
ENSMUSG00000039206	271.3041	-0.006459415	0.04855963	0.7112939	0.9945077
ENSMUSG00000039208	19.63058	0.002247941	0.06875338	0.7382575	0.9953725
ENSMUSG00000039209	0.3907888	0.000337088	0.07585077	0.799825	NA
ENSMUSG00000039210	179.9208	-0.02093931	0.06601086	0.2604411	0.9407565
ENSMUSG00000039217	63.77704	-8.263593e-05	0.06265926	0.9953027	0.9995253
ENSMUSG00000039218	4016.807	-0.004775498	0.06370319	0.7284654	0.9945077
ENSMUSG00000039219	755.0722	-0.03328179	0.06981772	0.142677	0.8817938
ENSMUSG00000039220	363.526	0.005434608	0.05031673	0.7559489	0.9955379
ENSMUSG00000039221	398.6376	-0.006192048	0.06246073	0.6771196	0.9925851
ENSMUSG00000039224	0.02967808	0.0001546253	0.07559435	0.9065953	NA
ENSMUSG00000039230	377.7938	0.009662168	0.05599035	0.5856793	0.9896036
ENSMUSG00000039231	152.0123	0.01204798	0.05902563	0.4956751	0.9833475
ENSMUSG00000039232	0.5925939	-0.0005307009	0.07087553	0.8028401	NA
ENSMUSG00000039233	330.0241	-0.01380047	0.05307995	0.4572157	0.9833475
ENSMUSG00000039234	91.4324	0.006893036	0.06727772	0.5257001	0.9833475
ENSMUSG00000039236	1.330294	-0.0007612093	0.07004472	0.80048	NA
ENSMUSG00000039238	1.205398	-0.001063268	0.07177434	0.5867506	NA
ENSMUSG00000039239	80.37831	-0.01257942	0.06980922	0.2394283	0.9345905
ENSMUSG00000039242	177.1144	-0.04131513	0.08228464	0.05537005	0.7780564
ENSMUSG00000039244	95.93258	0.007573553	0.06435906	0.5875803	0.9896511
ENSMUSG00000039246	22.46984	-0.003879431	0.06756381	0.680198	0.9926557
ENSMUSG00000039252	541.232	-0.001313804	0.0615362	0.9290606	0.9983069
ENSMUSG00000039253	198.2038	0.02037112	0.06376754	0.2869459	0.948585
ENSMUSG00000039254	88.8904	0.0174469	0.07121173	0.169085	0.8976294
ENSMUSG00000039257	107.26	-0.006001249	0.06292724	0.6798852	0.9926557
ENSMUSG00000039262	3561.117	-0.003920341	0.06376403	0.772429	0.9959254
ENSMUSG00000039263	61.03196	-0.005866596	0.05887288	0.7208668	0.9945077
ENSMUSG00000039264	0.3148518	0.0005372326	0.07640612	0.6901841	NA
ENSMUSG00000039270	950.3169	-0.04309167	0.07189845	0.09379348	0.8261421
ENSMUSG00000039275	631.4968	-0.015187	0.05948257	0.4098873	0.975772
ENSMUSG00000039278	754.7895	0.0230434	0.07135613	0.1684354	0.8976294
ENSMUSG00000039285	599.9919	-0.02603554	0.0621234	0.2201442	0.9225473
ENSMUSG00000039286	330.2553	0.006305515	0.06484543	0.6330452	0.9918021
ENSMUSG00000039294	99.94508	-0.01683064	0.06580454	0.3165376	0.9568142
ENSMUSG00000039298	232.1028	0.001986983	0.0618664	0.8918041	0.9983069
ENSMUSG00000039304	22.30741	0.008553824	0.06955509	0.295391	0.9540687
ENSMUSG00000039307	277.0571	0.02486351	0.07263761	0.1434835	0.8817938
ENSMUSG00000039308	101.76	0.001421989	0.0577873	0.9306305	0.9983069
ENSMUSG00000039313	57.78878	0.01351439	0.06746499	0.3325202	0.9603452
ENSMUSG00000039315	0.05703331	-0.0002853043	0.07585737	0.8289884	NA
ENSMUSG00000039316	130.7551	0.0183967	0.06936642	0.2273986	0.9289697
ENSMUSG00000039318	1016.386	-0.00392102	0.0454814	0.8171625	0.9959254
ENSMUSG00000039321	0.08643744	-6.272572e-05	0.07550381	0.9620063	NA
ENSMUSG00000039323	39.79068	0.01266063	0.06914822	0.2768318	0.9418056
ENSMUSG00000039328	49.12425	-0.0008914557	0.06414377	0.9450423	0.9983069
ENSMUSG00000039335	0.03952348	-0.0002853043	0.07585737	0.8289884	NA
ENSMUSG00000039339	0.06777248	-6.539748e-05	0.07550536	0.9603898	NA
ENSMUSG00000039345	88.93317	-0.01730549	0.06944916	0.2312048	0.9326308
ENSMUSG00000039347	1179.559	0.02828008	0.06733874	0.1842681	0.8976294
ENSMUSG00000039349	63.822	0.01784046	0.07030378	0.2025022	0.9120428
ENSMUSG00000039354	448.7858	0.01116809	0.05579634	0.5355557	0.9833475
ENSMUSG00000039356	96.53779	0.006594288	0.06327664	0.6482932	0.9918021
ENSMUSG00000039357	116.5497	-0.0049556	0.06173829	0.7417936	0.9953725
ENSMUSG00000039358	18.92341	-0.01842314	0.07376377	0.0659004	0.8026293
ENSMUSG00000039361	1225.039	-0.01610926	0.0499586	0.3842917	0.9751418
ENSMUSG00000039367	404.1856	0.004571342	0.04604116	0.7887729	0.9959254
ENSMUSG00000039372	129.0595	-0.01824244	0.06494036	0.3070093	0.9557403
ENSMUSG00000039375	754.0126	-0.03726311	0.07803176	0.0850256	0.8174778
ENSMUSG00000039376	0.7293565	0.001300864	0.07351645	0.4638447	NA
ENSMUSG00000039377	1.411874	-0.001420183	0.07017847	0.6345656	NA
ENSMUSG00000039382	149.2339	0.02137348	0.06860754	0.2234214	0.9249078
ENSMUSG00000039384	47.22298	-0.001396271	0.0648398	0.9098695	0.9983069
ENSMUSG00000039385	43.35148	-0.007198207	0.06473698	0.5954293	0.9903903
ENSMUSG00000039391	5.659449	-7.089347e-05	0.06911914	0.9896943	NA
ENSMUSG00000039395	12.79628	0.00437517	0.06841153	0.5895153	0.9896511
ENSMUSG00000039396	1.597652	8.147164e-05	0.07018496	0.9759053	NA
ENSMUSG00000039405	39.8157	0.008509	0.06811625	0.4173759	0.975772
ENSMUSG00000039410	90.52822	0.01611942	0.07209569	0.1168724	0.8633065
ENSMUSG00000039414	572.9114	-0.01208939	0.05305288	0.5088166	0.9833475
ENSMUSG00000039419	1932.405	-0.00394964	0.05908429	0.8061015	0.9959254
